id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
206,"@blockfdiary","udh gk bener ini bea cukai, lembaga gk guna nyusain masyarakat, udh meresahkan dr jaman dlu, makan uang harom trus itu lembaga","Ugych-C-hS7fmdJTeaR4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugych-C-hS7fmdJTeaR4AaABAg","2024-04-30 01:43:57",0,"udh gk bener ini bea cukai, lembaga gk guna nyusain masyarakat, udh meresahkan dr jaman dlu, makan uang harom trus itu lembaga","http://www.youtube.com/@blockfdiary",
207,"@irman660","Memalukan anjirr","UgxzCgy20g6ac_gH-254AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxzCgy20g6ac_gH-254AaABAg","2024-04-30 01:41:28",0,"Memalukan anjirr","http://www.youtube.com/@irman660",
208,"@rocky91289","Akhirnya ad yg bersuara..😂😂😂","UgzVO--2OPEQQJtgdxV4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzVO--2OPEQQJtgdxV4AaABAg","2024-04-30 01:30:57",0,"Akhirnya ad yg bersuara..😂😂😂","http://www.youtube.com/@rocky91289",
209,"@user-vi3vv9oo6h","Bea cukai sepertinya sengaja kasih harga pajak mahal...kan untuk dapat duit buat bagun IKN.. kalau tidak dapat darimana lagi... 😌","UgyljYvNJhIJEZsw6dt4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyljYvNJhIJEZsw6dt4AaABAg","2024-04-30 01:21:24",0,"Bea cukai sepertinya sengaja kasih harga pajak mahal...kan untuk dapat duit buat bagun IKN.. kalau tidak dapat darimana lagi... 😌","http://www.youtube.com/@user-vi3vv9oo6h",
210,"@andhiependex","Telat harusnya segera direview sebelum product launcing","UgzCgwVOfcomQiAb4cZ4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzCgwVOfcomQiAb4cZ4AaABAg","2024-04-30 01:18:46",0,"Telat harusnya segera direview sebelum product launcing","http://www.youtube.com/@andhiependex",
211,"@blackant2179","Kemaruk Amat ama duit (doyan apa rakus?)","Ugw5sE_KYRHnJj8TiXl4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugw5sE_KYRHnJj8TiXl4AaABAg","2024-04-30 01:15:01",0,"Kemaruk Amat ama duit (doyan apa rakus?)","http://www.youtube.com/@blackant2179",
212,"@LenyKevin","KPK KOREK DONG BEA CUKAI... SAMA CEK HARTA KEPALA CUKAINYA.....","UgwZ6TXVPhR5FKqjgM14AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwZ6TXVPhR5FKqjgM14AaABAg","2024-04-30 01:15:01",0,"KPK KOREK DONG BEA CUKAI... SAMA CEK HARTA KEPALA CUKAINYA.....","http://www.youtube.com/@LenyKevin",
213,"@titanok5201","Nga herang sama pejabat wakanda","UgwcJCWPwDpLci7gzOh4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwcJCWPwDpLci7gzOh4AaABAg","2024-04-30 00:56:54",0,"Nga herang sama pejabat wakanda","http://www.youtube.com/@titanok5201",
214,"@siswandisugiharto4215","Bukan rahasia umum lagi,di instansi pemerintah banyak uang yang masuk ke kantong pribadi.","UgyHhDdmHLKO6Qe49314AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyHhDdmHLKO6Qe49314AaABAg","2024-04-30 00:54:47",0,"Bukan rahasia umum lagi,di instansi pemerintah banyak uang yang masuk ke kantong pribadi.","http://www.youtube.com/@siswandisugiharto4215",
215,"@Parlindungan-sl8ty","#NOVIRALNOJUSTICE #KapanINDONESIaMenjdiNegaraMaju???? Tidak akan maju kalau masih Banyak oknum MALING/PERAMPOK/PENCURI Berseragam di negri ini, miris sekali.","UgzPMhZvlelQOMLJqPh4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzPMhZvlelQOMLJqPh4AaABAg","2024-04-30 00:40:24",0,"#NOVIRALNOJUSTICE #KapanINDONESIaMenjdiNegaraMaju???? Tidak akan maju kalau masih Banyak oknum MALING/PERAMPOK/PENCURI Berseragam di negri ini, miris sekali.","http://www.youtube.com/@Parlindungan-sl8ty",
216,"@shanti2024-gh9te","Begal berkedok seragam 😢😢","UgzhyOWPWRw1mHapdZd4AaABAg","",2,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzhyOWPWRw1mHapdZd4AaABAg","2024-04-30 00:38:38",0,"Begal berkedok seragam 😢😢","http://www.youtube.com/@shanti2024-gh9te",
217,"@KangPlayon","masih kagak kapok bangke... gila.. 😅👍","Ugx8vxJux5T6t_3Aup14AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugx8vxJux5T6t_3Aup14AaABAg","2024-04-30 00:36:08",0,"masih kagak kapok bangke... gila.. 😅👍","http://www.youtube.com/@KangPlayon",
218,"@alpianrona9142","@jagat review dan mas alva sering ngalamin wkwk ,kiriman hardware","UgwnilyPCaV5GraD8Id4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwnilyPCaV5GraD8Id4AaABAg","2024-04-30 00:30:10",0,"@jagat review dan mas alva sering ngalamin wkwk ,kiriman hardware","http://www.youtube.com/@alpianrona9142",
219,"@arutoD768","Kenapa harus viral dulu baru di cek dan apakah setelah kasus ini selesai, sistem bayar bea cukai akan kembali normal? tidak ada lagi bayar pajak bea cukai yang abnormal bahkan anomali? soalnya buanyak loh mereka yang bukan influencer ataupun orang terkenal, kena pajak yang tidak sesuai dari aplikasi anda sendiri.","UgxH6Mswm7uw2ONHPc94AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxH6Mswm7uw2ONHPc94AaABAg","2024-04-30 00:19:25",0,"Kenapa harus viral dulu baru di cek dan apakah setelah kasus ini selesai, sistem bayar bea cukai akan kembali normal? tidak ada lagi bayar pajak bea cukai yang abnormal bahkan anomali? soalnya buanyak loh mereka yang bukan influencer ataupun orang terkenal, kena pajak yang tidak sesuai dari aplikasi anda sendiri.","http://www.youtube.com/@arutoD768",
220,"@rudirudy2892","Ni kpla bea cke ko g ada suara dn bri klrifiksi, ksnnya mgap udh knyag kli g bsa urus ank buahnya, jgn2.....😬😬😬😬prh loc krj g pcusss bikin rugi msrkt j,","Ugzohgv6e4oB6oxI5-x4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugzohgv6e4oB6oxI5-x4AaABAg","2024-04-30 00:02:30",0,"Ni kpla bea cke ko g ada suara dn bri klrifiksi, ksnnya mgap udh knyag kli g bsa urus ank buahnya, jgn2.....😬😬😬😬prh loc krj g pcusss bikin rugi msrkt j,","http://www.youtube.com/@rudirudy2892",
221,"@user-ml1pv6od3s","Tempat korup terbesar setelah gedung pr","UgxH3SdhgfxfGYAdrMN4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxH3SdhgfxfGYAdrMN4AaABAg","2024-04-29 23:56:42",0,"Tempat korup terbesar setelah gedung pr","http://www.youtube.com/@user-ml1pv6od3s",
222,"@hakinoamril964","Kalian para pejabat negara mmg menyiksa rakyat..","Ugw3MWdWvZKWJHpEsR14AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugw3MWdWvZKWJHpEsR14AaABAg","2024-04-29 23:55:36",0,"Kalian para pejabat negara mmg menyiksa rakyat..","http://www.youtube.com/@hakinoamril964",
223,"@GusDurSangGurubangsa","#2024BeaCukaasiii 0:18 Viraaal😂😂😂 the best lahh","UgzBhh_NfagnHpOh0il4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzBhh_NfagnHpOh0il4AaABAg","2024-04-29 23:51:47",0,"#2024BeaCukaasiii 0:18 Viraaal😂😂😂 the best lahh","http://www.youtube.com/@GusDurSangGurubangsa",
224,"@manganime8761","Semua pegawai beacukai hartanya wajib di periksa kpk....","UgxkXuzH0_rmpy7xqp54AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxkXuzH0_rmpy7xqp54AaABAg","2024-04-29 23:28:03",0,"Semua pegawai beacukai hartanya wajib di periksa kpk....","http://www.youtube.com/@manganime8761",
225,"@mr_baros","KPK harus cek beacukai","UgxK2qVkjXSF0cDwmz14AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxK2qVkjXSF0cDwmz14AaABAg","2024-04-29 23:27:15",0,"KPK harus cek beacukai","http://www.youtube.com/@mr_baros",
226,"@nusantarakita3914","Apakah ini prestasi??? Apakah ini layak di puji??? Hasil Kerja...??? Atau hasil viral ???😅","UgyQQ_1l1KZmHA1V2hB4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyQQ_1l1KZmHA1V2hB4AaABAg","2024-04-29 23:14:34",0,"Apakah ini prestasi??? Apakah ini layak di puji??? Hasil Kerja...??? Atau hasil viral ???😅","http://www.youtube.com/@nusantarakita3914",
227,"@AndiFeriyana","Padahal yg jadi pegawai negara skolah tinggi berpendidikan lulusan terbaik dan jago korup malak suap, ini toh yg diagung agungkan orang berpendidikan tapi mental malak","UgwexH8N3ifG-wm5etV4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwexH8N3ifG-wm5etV4AaABAg","2024-04-29 23:10:36",0,"Padahal yg jadi pegawai negara skolah tinggi berpendidikan lulusan terbaik dan jago korup malak suap, ini toh yg diagung agungkan orang berpendidikan tapi mental malak","http://www.youtube.com/@AndiFeriyana",
228,"@wongkitogta5","begal cukai","Ugzyv_MIlbOuLYjFtcV4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugzyv_MIlbOuLYjFtcV4AaABAg","2024-04-29 23:07:27",0,"begal cukai","http://www.youtube.com/@wongkitogta5",
229,"@adhiprasetyo7167","Tolong yang bermasalah bukan hanya yang viral!! banyak dari warga indonesia juga yang dirugikan akibat kebijakan yang tidak pro dengan rakyat ...barang disita pelayanan dokumen dipersulit kita sebagai masyarakat tidak mendapatkan edukasi dan kejelasan...terlalu se\'mena\'2 dengan masayarakat.. seakan-akan kita maling jadi mereka berhak merampas semua...tolong seluruh media bantu kami...ada kezaliman yang di selimuti oleh peraturan 😢","UgzIZq9wOkkeMaCCJIZ4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzIZq9wOkkeMaCCJIZ4AaABAg","2024-04-29 23:04:12",0,"Tolong yang bermasalah bukan hanya yang viral!! banyak dari warga indonesia juga yang dirugikan akibat kebijakan yang tidak pro dengan rakyat ...barang disita pelayanan dokumen dipersulit kita sebagai masyarakat tidak mendapatkan edukasi dan kejelasan...terlalu se\'mena\'2 dengan masayarakat.. seakan-akan kita maling jadi mereka berhak merampas semua...tolong seluruh media bantu kami...ada kezaliman yang di selimuti oleh peraturan 😢","http://www.youtube.com/@adhiprasetyo7167",
230,"@adesipittofficial4548","Bea cukai BOBROK","UgzcuQK0ClVDl2J5bhF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzcuQK0ClVDl2J5bhF4AaABAg","2024-04-29 23:03:21",0,"Bea cukai BOBROK","http://www.youtube.com/@adesipittofficial4548",
231,"@hikarin5932","Kalau mau cepet beres masalah harus viral dulu😅","UgzL62eBkB2XFCe3oDR4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzL62eBkB2XFCe3oDR4AaABAg","2024-04-29 22:49:32",0,"Kalau mau cepet beres masalah harus viral dulu😅","http://www.youtube.com/@hikarin5932",
232,"@mulyansyah6359","Mau kerja di bea cukai ah biar cepet kaya...","UgythbVx5viWB1ohBAN4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgythbVx5viWB1ohBAN4AaABAg","2024-04-29 22:48:19",0,"Mau kerja di bea cukai ah biar cepet kaya...","http://www.youtube.com/@mulyansyah6359",
233,"@kampretos-uj4wg","bea cukai di gaji rakyat untuk memeras rakyat !!! NO VIRAL NO JUSTICE !!!","UgxaHPo5GiKmumRyTJx4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxaHPo5GiKmumRyTJx4AaABAg","2024-04-29 22:46:52",0,"bea cukai di gaji rakyat untuk memeras rakyat !!! NO VIRAL NO JUSTICE !!!","http://www.youtube.com/@kampretos-uj4wg",
234,"@Cebok_barengan","Udeh gak heran bea cukai banyak kasusnya, dari jaman majapahit sampai sekarang, untung aja kemenkeu yang sekarang aktif orangnya love u bu sri mulyani","UgxKPZ_LD6tlVeBgXHF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxKPZ_LD6tlVeBgXHF4AaABAg","2024-04-29 22:30:19",1,"Udeh gak heran bea cukai banyak kasusnya, dari jaman majapahit sampai sekarang, untung aja kemenkeu yang sekarang aktif orangnya love u bu sri mulyani","http://www.youtube.com/@Cebok_barengan",
235,"@tommyking626","No viral no justice diblg aktif 😂","UgxKPZ_LD6tlVeBgXHF4AaABAg.A2q6wohcoVQA2r7H7MN1HU","@Cebok_barengan",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxKPZ_LD6tlVeBgXHF4AaABAg.A2q6wohcoVQA2r7H7MN1HU","2024-04-30 07:52:28",0,"No viral no justice diblg aktif 😂","http://www.youtube.com/@tommyking626",
236,"@user-mb5ny6lc3h","Bea cukai lg butuh dana tambahan 😂😂","UgyPRO5eVV3zX4ZUkrt4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyPRO5eVV3zX4ZUkrt4AaABAg","2024-04-29 22:26:17",0,"Bea cukai lg butuh dana tambahan 😂😂","http://www.youtube.com/@user-mb5ny6lc3h",
237,"@suryasusanto89","Pertama. BC gak bisa seenaknya doank unboxing terus tidak mengembalikan ke posisi semulai. Kedua, BC WAJIB menghubungi Pihak Penerima untuk konfirmasi nilai barang, BUKAN KE PIHAK EKSPEDISI. Terakhir, HARUS PROAKTIF bukan REAKTIF!!","UgyFwa5wD2ElaZ4oI1J4AaABAg","",2,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyFwa5wD2ElaZ4oI1J4AaABAg","2024-04-29 22:21:18",0,"Pertama. BC gak bisa seenaknya doank unboxing terus tidak mengembalikan ke posisi semulai. Kedua, BC WAJIB menghubungi Pihak Penerima untuk konfirmasi nilai barang, BUKAN KE PIHAK EKSPEDISI. Terakhir, HARUS PROAKTIF bukan REAKTIF!!","http://www.youtube.com/@suryasusanto89",
238,"@sotobabat2866","Up","UgwM0VRgKE99-RArQQF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwM0VRgKE99-RArQQF4AaABAg","2024-04-29 22:19:22",0,"Up","http://www.youtube.com/@sotobabat2866",
239,"@user-ex3tp5pu2s","Setidaknya sudah responsif bagus👍","UgxfRfS95mkbXvEdDil4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxfRfS95mkbXvEdDil4AaABAg","2024-04-29 22:06:42",0,"Setidaknya sudah responsif bagus👍","http://www.youtube.com/@user-ex3tp5pu2s",
240,"@user-hh9ui5ji5l","Kalo terus terusan terjadi berarti oknum tikusnya banyak bu mentri....","UgyGCgupcChjnDUqIgF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyGCgupcChjnDUqIgF4AaABAg","2024-04-29 22:01:37",0,"Kalo terus terusan terjadi berarti oknum tikusnya banyak bu mentri....","http://www.youtube.com/@user-hh9ui5ji5l",
241,"@plinkdoz3131","Ini yang terekspose karena viral...padahal mungkin banyak kasus serupa tp tidak ada penyelesaian..enak ya kerjanya gaji tunjangan gede pula plus punglinya😂.","UgwtuAxccxgRRAoUpex4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwtuAxccxgRRAoUpex4AaABAg","2024-04-29 21:56:29",0,"Ini yang terekspose karena viral...padahal mungkin banyak kasus serupa tp tidak ada penyelesaian..enak ya kerjanya gaji tunjangan gede pula plus punglinya😂.","http://www.youtube.com/@plinkdoz3131",
242,"@peristiwaapasaja","Segala sesuatu harus viral dulu baru ditindak 😅","Ugz4bJuK3DUOWRan_sV4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugz4bJuK3DUOWRan_sV4AaABAg","2024-04-29 21:53:51",0,"Segala sesuatu harus viral dulu baru ditindak 😅","http://www.youtube.com/@peristiwaapasaja",
243,"@chokyandrafebriano3575","HADEEHH....BEACUKAI lg,, BEACUKAI lg...lg TENAR bgt yaa skrg kalian,, selama ini ga prnh kdengeran dan seTENAR ini... AKHIRNYA bs TERKENAL jg kalian,, dan VIRAL di kalangan masyarakat...spertinya PEMERINTAH sdh wktunya utk membereskan LEMBAGA ini krn sdh mnjadi MOMOK MENJIJIKKAN dimata masyarakat!!!","UgyJ-4c7j07LiaIi6gF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyJ-4c7j07LiaIi6gF4AaABAg","2024-04-29 21:43:24",0,"HADEEHH....BEACUKAI lg,, BEACUKAI lg...lg TENAR bgt yaa skrg kalian,, selama ini ga prnh kdengeran dan seTENAR ini... AKHIRNYA bs TERKENAL jg kalian,, dan VIRAL di kalangan masyarakat...spertinya PEMERINTAH sdh wktunya utk membereskan LEMBAGA ini krn sdh mnjadi MOMOK MENJIJIKKAN dimata masyarakat!!!","http://www.youtube.com/@chokyandrafebriano3575",
244,"@krissutikno2136","Dirjen bea cukai harus dipecat😢, tidak pantas atau memang sudah banyak memeras masyarakat?","UgzrI5Ry6ArNbXrBV5d4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzrI5Ry6ArNbXrBV5d4AaABAg","2024-04-29 21:42:18",0,"Dirjen bea cukai harus dipecat😢, tidak pantas atau memang sudah banyak memeras masyarakat?","http://www.youtube.com/@krissutikno2136",
245,"@taufikbre630","viral...coba kalo gak viral..sampe kiamat juga di BC... beginilah nasib bangsa ini... ya ALLAH..","UgxW0cFtmxc1LiWg2mx4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxW0cFtmxc1LiWg2mx4AaABAg","2024-04-29 21:38:51",0,"viral...coba kalo gak viral..sampe kiamat juga di BC... beginilah nasib bangsa ini... ya ALLAH..","http://www.youtube.com/@taufikbre630",
246,"@hiburan_random","Itu cuma yg viral bagaimana nasib yg kgk viral😢","Ugyxfh9GB5qW36oS0hZ4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugyxfh9GB5qW36oS0hZ4AaABAg","2024-04-29 21:38:17",0,"Itu cuma yg viral bagaimana nasib yg kgk viral😢","http://www.youtube.com/@hiburan_random",
247,"@mawarningsih2924","nggk heran pegawai bea cukai selama ini hedon2","UgzJwb0ekCknsFTaqst4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzJwb0ekCknsFTaqst4AaABAg","2024-04-29 21:37:45",0,"nggk heran pegawai bea cukai selama ini hedon2","http://www.youtube.com/@mawarningsih2924",
248,"@RomiTomi-mm6nf","Beacukai ini penjahat juga sbnarnya 😂😂 hnya saja halus caranya....","UgwZfl1ABnY3i0JxOyh4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwZfl1ABnY3i0JxOyh4AaABAg","2024-04-29 21:24:13",0,"Beacukai ini penjahat juga sbnarnya 😂😂 hnya saja halus caranya....","http://www.youtube.com/@RomiTomi-mm6nf",
249,"@ilpamrizky4152","maling nya banyak di bea cukai bu,makanya pada kaya kaya smua..gaji sm gaya hidup ngga sesuai 😂😂😂","UgwKRWMvRQ5NBGJ_3c94AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwKRWMvRQ5NBGJ_3c94AaABAg","2024-04-29 21:23:11",0,"maling nya banyak di bea cukai bu,makanya pada kaya kaya smua..gaji sm gaya hidup ngga sesuai 😂😂😂","http://www.youtube.com/@ilpamrizky4152",
250,"@midhatjaha9639","Negara lagi kekurangan uang.. Abis pemilu😮","UgxP6J_yTfcKqx_UGr54AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxP6J_yTfcKqx_UGr54AaABAg","2024-04-29 21:20:11",0,"Negara lagi kekurangan uang.. Abis pemilu😮","http://www.youtube.com/@midhatjaha9639",
251,"@anonimus699","Memang harus diviralkan dulu kinerja bea cukai ini yg gak becus, apa"" harus dipajakin.","UgxdVTZSr0Yd8jBT3MJ4AaABAg","",7,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxdVTZSr0Yd8jBT3MJ4AaABAg","2024-04-29 21:17:37",1,"Memang harus diviralkan dulu kinerja bea cukai ini yg gak becus, apa"" harus dipajakin.","http://www.youtube.com/@anonimus699",
252,"@nusantarakita3914","Iya donk, ga viral ga kerja betulan....😂😂😂 Dan ga mungkin semuanya viral...😅","UgxdVTZSr0Yd8jBT3MJ4AaABAg.A2pzcNYkntVA2qBku80HR-","@anonimus699",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxdVTZSr0Yd8jBT3MJ4AaABAg.A2pzcNYkntVA2qBku80HR-","2024-04-29 23:12:23",0,"Iya donk, ga viral ga kerja betulan....😂😂😂 Dan ga mungkin semuanya viral...😅","http://www.youtube.com/@nusantarakita3914",
253,"@crossbone9193","VIRALLLLLL VIRALLLLLL!!! BAKAR AJA SEKALIANNN!!!!!","UgwsZFtt3YnNOm9fDfZ4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwsZFtt3YnNOm9fDfZ4AaABAg","2024-04-29 21:05:46",0,"VIRALLLLLL VIRALLLLLL!!! BAKAR AJA SEKALIANNN!!!!!","http://www.youtube.com/@crossbone9193",
254,"@berl1nd","BUBARIN INDONESIA !!!","Ugz6M6JR6BTiRfznjUB4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugz6M6JR6BTiRfznjUB4AaABAg","2024-04-29 21:01:48",0,"BUBARIN INDONESIA !!!","http://www.youtube.com/@berl1nd",
255,"@XANGXERMAN","Kinerja kalian memang enggak pernah beres","Ugz3-efBBUk1OdrkSXx4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugz3-efBBUk1OdrkSXx4AaABAg","2024-04-29 20:52:29",0,"Kinerja kalian memang enggak pernah beres","http://www.youtube.com/@XANGXERMAN",
256,"@Joebarakuda","Bubarkan saja, korup di sembunyikan","UgyYa6C1cbNlp3NNh894AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyYa6C1cbNlp3NNh894AaABAg","2024-04-29 20:41:47",0,"Bubarkan saja, korup di sembunyikan","http://www.youtube.com/@Joebarakuda",
257,"@TakahiroBy.panggonsrawun-hi3mw","No viral no justice 😂😂😂😂😂","Ugzu4ujVTBA4hucvZ6B4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugzu4ujVTBA4hucvZ6B4AaABAg","2024-04-29 20:38:17",0,"No viral no justice 😂😂😂😂😂","http://www.youtube.com/@TakahiroBy.panggonsrawun-hi3mw",
258,"@edwwjy","Negara tikus 😢","Ugwg6eqdllqLywVfwnV4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugwg6eqdllqLywVfwnV4AaABAg","2024-04-29 20:20:30",0,"Negara tikus 😢","http://www.youtube.com/@edwwjy",
259,"@Bapaknya_samsul","Udah ditahan rusak juga 😅😂","UgyqjYjzBaI85dXc9ix4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyqjYjzBaI85dXc9ix4AaABAg","2024-04-29 20:16:13",0,"Udah ditahan rusak juga 😅😂","http://www.youtube.com/@Bapaknya_samsul",
260,"@gnsisokane1327","Becuk cuk cuk begal berseragam 😂😂","Ugz5xS_3WjcRYgkJCBt4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugz5xS_3WjcRYgkJCBt4AaABAg","2024-04-29 20:05:32",0,"Becuk cuk cuk begal berseragam 😂😂","http://www.youtube.com/@gnsisokane1327",
261,"@tyopras7113","Beacukai ladang koruptor tapi pada diam","UgwrCok-5fo3zbwrJjh4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwrCok-5fo3zbwrJjh4AaABAg","2024-04-29 19:43:46",0,"Beacukai ladang koruptor tapi pada diam","http://www.youtube.com/@tyopras7113",
262,"@amangtahecogot","Cemana nya pejabat bea cukai nya itu,???","Ugx_DEOgtpebcqVK6VR4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugx_DEOgtpebcqVK6VR4AaABAg","2024-04-29 19:10:50",0,"Cemana nya pejabat bea cukai nya itu,???","http://www.youtube.com/@amangtahecogot",
263,"@anggitaradhono6281","Koin 40th anniversary nya hilang. Dibongkar itu paketnyq banh medy.","UgzVyhKRq3tLKvZLejB4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzVyhKRq3tLKvZLejB4AaABAg","2024-04-29 18:32:23",0,"Koin 40th anniversary nya hilang. Dibongkar itu paketnyq banh medy.","http://www.youtube.com/@anggitaradhono6281",
264,"@sby-febrikrisna6412","Cuan cuan 😂","UgwLyyJlgJIKE0nmfHF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwLyyJlgJIKE0nmfHF4AaABAg","2024-04-29 17:12:11",0,"Cuan cuan 😂","http://www.youtube.com/@sby-febrikrisna6412",
265,"@SatwonoIlyasa","Kekayaan pegawai bea cukai wajib dilaporkan 😅","UgzLPO9om1yCXyed-OV4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgzLPO9om1yCXyed-OV4AaABAg","2024-04-29 16:01:48",0,"Kekayaan pegawai bea cukai wajib dilaporkan 😅","http://www.youtube.com/@SatwonoIlyasa",
266,"@BACOTIN123","Viral dulu baru tau rasa","UgwqDBpr0BZGhX8h-I14AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwqDBpr0BZGhX8h-I14AaABAg","2024-04-29 15:09:26",0,"Viral dulu baru tau rasa","http://www.youtube.com/@BACOTIN123",
267,"@BACOTIN123","Harus di cek KPK nih bea cukai bau bau maling","UgxqhtOPIfElmu9g8EF4AaABAg","",0,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxqhtOPIfElmu9g8EF4AaABAg","2024-04-29 15:09:04",0,"Harus di cek KPK nih bea cukai bau bau maling","http://www.youtube.com/@BACOTIN123",
268,"@juhendirizki3128","BEA CUKAI bentar lg dapat hikmah","Ugx6I0wE-ofcTrCUlQh4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=Ugx6I0wE-ofcTrCUlQh4AaABAg","2024-04-29 14:47:37",0,"BEA CUKAI bentar lg dapat hikmah","http://www.youtube.com/@juhendirizki3128",
269,"@SR_CHANEL","Negara terkorup","UgwUBUB11gEkjXNjeJN4AaABAg","",1,"https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwUBUB11gEkjXNjeJN4AaABAg","2024-04-29 14:43:34",0,"Negara terkorup","http://www.youtube.com/@SR_CHANEL",
